youtube_video_id,youtube_url,language,channel_name,title_original,decision,reason_he
AjfrZqkDXnA,https://www.youtube.com/watch?v=AjfrZqkDXnA,en,FortNine,"Before You Ride - A Quick, Effective Motorcycle Safety Check",rejected,youtube_chapters=5; caption_tracks=157; marketing_signal_present
QrdzBXxa7e0,https://www.youtube.com/watch?v=QrdzBXxa7e0,en,MOTOTREK,How to ADJUST SAG - Works on All Bikes - Adventure Motorcycle Suspension Part 3,rejected,youtube_chapters=6; caption_tracks=157; professional_source_signal; marketing_signal_present
HEyQdEvIxes,https://www.youtube.com/watch?v=HEyQdEvIxes,en,MotoJitsu®,Trail Braking EXPLAINED 3 Levels Of Difficulty,rejected,caption_tracks=157; professional_source_signal; marketing_signal_present
xNvdB6pMdx0,https://www.youtube.com/watch?v=xNvdB6pMdx0,en,MotoJitsu®,ONE FINGER Counter Steering Demonstration,rejected,caption_tracks=157; professional_source_signal; marketing_signal_present
I9SeHb6U1OQ,https://www.youtube.com/watch?v=I9SeHb6U1OQ,en,Motorcyclist Magazine,What Is The Best Adventure Motorcycle Tire Pressure? | MC Garage,rejected,youtube_chapters=9; caption_tracks=157; marketing_signal_present
ToeaB1SpH2s,https://www.youtube.com/watch?v=ToeaB1SpH2s,en,Motorcyclist Magazine,How To Repair A Motorcycle Flat Tire On The Trail | MC Garage,rejected,youtube_chapters=5; caption_tracks=157; marketing_signal_present
QN_0qXI5wAs,https://www.youtube.com/watch?v=QN_0qXI5wAs,en,Ride Like a Pro Jerry Palladino,Motorcycle two-up riding tips,rejected,caption_tracks=157
mRqqe3QqGZw,https://www.youtube.com/watch?v=mRqqe3QqGZw,en,The Ride with Roland,How To Ride Your Motorcycle SAFE in the RAIN (and Comfortable),rejected,youtube_chapters=9; caption_tracks=157; marketing_signal_present
tJ5KGSjC78E,https://www.youtube.com/watch?v=tJ5KGSjC78E,en,Yammie Noob,How to Ride a Motorcycle with a Passenger,rejected,youtube_chapters=8; caption_tracks=157; marketing_signal_present
WagYFdREzpE,https://www.youtube.com/watch?v=WagYFdREzpE,,ADVMotoSkillZ,U-Turns On An Adventure Motorcycle - Competition Training Review Plus BONUS Sand Turns Footage,rejected,unsupported_declared_language=ja; title_indicates_non_instructional_or_promotional_content
NwgFDN5DYqQ,https://www.youtube.com/watch?v=NwgFDN5DYqQ,en,Brake Magazine,Tips for Setting Up Adventure Bike Suspension w/ Lyndon Poskitt,rejected,caption_tracks=157; marketing_signal_present
aWU0owE8T8w,https://www.youtube.com/watch?v=aWU0owE8T8w,en,Bret Tkacs ADV,ADV Motorcycle control set up (ergonomics),rejected,youtube_chapters=6; caption_tracks=157; marketing_signal_present
HuRgUAI0UIg,https://www.youtube.com/watch?v=HuRgUAI0UIg,en,Martin Dixon,Advanced Motorcycle Riding - Shoulder Check / Life Saver,rejected,no_chapters_or_captions_for_content_evidence
vyzJUx4AJDo,https://www.youtube.com/watch?v=vyzJUx4AJDo,en,MaxRiderUk,Max Rider - Overtaking Woes,rejected,caption_tracks=157
3DJm0UUyRvc,https://www.youtube.com/watch?v=3DJm0UUyRvc,en,MotoJitsu®,Downhill Corner Confidence in 15 Minutes,rejected,caption_tracks=157; professional_source_signal; marketing_signal_present
mg8s-aNQFts,https://www.youtube.com/watch?v=mg8s-aNQFts,en,Prorider Central Texas YouTube,Master Traffic On Your Motorcycle With S.I.P.D.E: Pro Riding Tips!,rejected,youtube_chapters=3; marketing_signal_present
GJTbVEFaTqE,https://www.youtube.com/watch?v=GJTbVEFaTqE,en,ViaTerra Gear,Stop Overpacking! The Ultimate Motorcycle Touring Packing Guide You Didn’t Know You Needed,rejected,caption_tracks=157
FtbWGcyEEwo,https://www.youtube.com/watch?v=FtbWGcyEEwo,en,Yammie Noob,This Magic Motorcycle Technique SOLVES your Slow Speed Problem,rejected,youtube_chapters=5; caption_tracks=157; marketing_signal_present
rvCArNm_9yg,https://www.youtube.com/watch?v=rvCArNm_9yg,en,MotoJitsu®,The SECRET To Downhill Confidence,rejected,caption_tracks=157; professional_source_signal; marketing_signal_present
B84xMAQ5lo0,https://www.youtube.com/watch?v=B84xMAQ5lo0,en,ADVMotoSkillZ,Wheel Motorcycle Agility Course For Turning and Cornering Practice,rejected,no_chapters_or_captions_for_content_evidence
cUmdJyb1gsM,https://www.youtube.com/watch?v=cUmdJyb1gsM,en,Andrew Hartsock,One Trick To Master Counter Steering On A Motorcycle,rejected,caption_tracks=157
kmH9kgIHQEA,https://www.youtube.com/watch?v=kmH9kgIHQEA,en,Doodle On A Motorcycle,The Weirdest U-Turn Trick No One Ever Taught You,rejected,caption_tracks=157; marketing_signal_present
L7W293FrzXo,https://www.youtube.com/watch?v=L7W293FrzXo,en,Fifth Wheel Street,Trailer Weight Distribution or Load Balance,rejected,too_short_for_release_depth; no_chapters_or_captions_for_content_evidence
sP2PNgnNgZQ,https://www.youtube.com/watch?v=sP2PNgnNgZQ,en,JRDAVIS3862,Motorcycle Safety - Carrying a Passenger,rejected,caption_tracks=157
KXVp6uAdg48,https://www.youtube.com/watch?v=KXVp6uAdg48,en,JohnMotoTV,Motorcycle Emergency Swerve Close Call,rejected,too_short_for_release_depth; no_chapters_or_captions_for_content_evidence
JKCcJzzL7yY,https://www.youtube.com/watch?v=JKCcJzzL7yY,en,Las Vegas Ranger Outdoors,ADV MOTO | *EASY* Flat Tire Inner Tube Repair |  ASMR,rejected,no_chapters_or_captions_for_content_evidence
WFNb6L6WBko,https://www.youtube.com/watch?v=WFNb6L6WBko,en,MCrider - Motorcycle Training,The Most Misunderstood Risk Factor in Motorcycle Crashes,rejected,caption_tracks=157; professional_source_signal; marketing_signal_present
k-vjGaWF-Cc,https://www.youtube.com/watch?v=k-vjGaWF-Cc,en,MXstore,Beginner's Guide to MX Protection | Dirt Bike Protection Series Episode 1,rejected,youtube_chapters=8; caption_tracks=157; marketing_signal_present
ZvyjzRZKZCI,https://www.youtube.com/watch?v=ZvyjzRZKZCI,en,Moto Control,Trail Braking Explained | Braking Mid-Corner,rejected,caption_tracks=157; professional_source_signal; marketing_signal_present
ZPnjRbMZ_pI,https://www.youtube.com/watch?v=ZPnjRbMZ_pI,en,MotoRides Australia,Learning ADV Riding - My first year getting into adventure riding,rejected,youtube_chapters=17; caption_tracks=1
C_c_Wi1l3Fg,https://www.youtube.com/watch?v=C_c_Wi1l3Fg,en,Motorcyclist Magazine,How To Lubricate Your Motorcycle Chain | MC Garage,rejected,youtube_chapters=5; caption_tracks=157; marketing_signal_present
XiaMAATj9TE,https://www.youtube.com/watch?v=XiaMAATj9TE,en,PetroHead,How to Ride a Motorcycle for Beginners (Complete Course) | Motorcycle Mastery Foundations,rejected,too_long_for_focused_guide_entry
DpqhSjSiF6c,https://www.youtube.com/watch?v=DpqhSjSiF6c,en,Prorider Central Texas YouTube,Eliminate Wobbling At Stops On Your Motorcycle - Say Goodbye To Bad Stops,rejected,youtube_chapters=3; caption_tracks=157; marketing_signal_present
S2scBN4YzsU,https://www.youtube.com/watch?v=S2scBN4YzsU,en,Prorider Central Texas YouTube,Slow Speed Motorcycle Skills / 3 Exercises To Improve Your Clutch Control,rejected,youtube_chapters=5; caption_tracks=157; marketing_signal_present
hPH9cuNby2E,https://www.youtube.com/watch?v=hPH9cuNby2E,en,RevZilla,Free Mods To Dial In Your Street Bike’s Ergonomics | The Shop Manual,rejected,caption_tracks=157; marketing_signal_present
i5nJE4RXrEs,https://www.youtube.com/watch?v=i5nJE4RXrEs,en,Ryan Urlacher,"The tricks to riding the ""Big O"" advanced motorcycle training pattern",rejected,caption_tracks=157; professional_source_signal; marketing_signal_present
Cu4WzkorWxk,https://www.youtube.com/watch?v=Cu4WzkorWxk,en,TheDesertsweeper,Walking the Honda Africa Twin Adventure Bike out of the sand when stuck,rejected,too_short_for_release_depth; no_chapters_or_captions_for_content_evidence
_pksFgZ-5wQ,https://www.youtube.com/watch?v=_pksFgZ-5wQ,en,Trev Deeley Motorcycles,Don't Ride Until You Check These | Motorcycle Pre-Ride Inspection,rejected,caption_tracks=157; professional_source_signal; marketing_signal_present
ul84p9MNqeM,https://www.youtube.com/watch?v=ul84p9MNqeM,en,MOTOTREK,LOFTING & JUMPING ADV Techniques / BMW R1250GS,rejected,youtube_chapters=9; caption_tracks=157; professional_source_signal; marketing_signal_present
SrbjkZgVueo,https://www.youtube.com/watch?v=SrbjkZgVueo,en,Adam Riemann,How to fix a flat tyre by yourself,rejected,caption_tracks=157; marketing_signal_present
iHz2GH6L7AY,https://www.youtube.com/watch?v=iHz2GH6L7AY,en,Brent Pearson,Mapping and Route Planning for Adventure Bike Riders - Part 1 of 4,rejected,caption_tracks=157
8YLfVt6q0jQ,https://www.youtube.com/watch?v=8YLfVt6q0jQ,en,Bret Tkacs ADV,Stuck in sand #shorts,rejected,too_short_for_release_depth
x94PGgYKHQ0,https://www.youtube.com/watch?v=x94PGgYKHQ0,en,FortNine,Invisibility Training for Motorcyclists,rejected,youtube_chapters=6; caption_tracks=157; marketing_signal_present
eTe7_ox-akQ,https://www.youtube.com/watch?v=eTe7_ox-akQ,en,Life at Lean,I analysed 127 crashes… Here’s how to avoid them all,rejected,caption_tracks=157; marketing_signal_present
BnOmE_PxAyw,https://www.youtube.com/watch?v=BnOmE_PxAyw,en,Moto Control,From Racing to Street: Trail Braking in Corners,rejected,caption_tracks=157; professional_source_signal; marketing_signal_present
_O0aEN-fN00,https://www.youtube.com/watch?v=_O0aEN-fN00,en,MotoJitsu®,Master The Art Of Swerving On A Motorcycle,rejected,caption_tracks=157; professional_source_signal; marketing_signal_present
AJ3haxjCRMU,https://www.youtube.com/watch?v=AJ3haxjCRMU,en,RSA Ireland,RSA Motorcycle Safety - Overtaking Same Direction,rejected,too_short_for_release_depth
C7m__YaaUlg,https://www.youtube.com/watch?v=C7m__YaaUlg,en,TwistedThrottle.com,"When to Oil, Clean, Adjust & Replace Your Motorcycle chain | TwistedThrottle.com",rejected,youtube_chapters=4; caption_tracks=157; marketing_signal_present
ldOUovP0Iyk,https://www.youtube.com/watch?v=ldOUovP0Iyk,en,Yammie Noob,Everything You NEED TO KNOW About Motorcycle Pants,rejected,youtube_chapters=4; caption_tracks=157; marketing_signal_present
0Ho6mmYaMeg,https://www.youtube.com/watch?v=0Ho6mmYaMeg,en,Bret Tkacs ADV,Adventure Motorcycle Off-Road Myths That Are Getting Riders Hurt,rejected,caption_tracks=157; marketing_signal_present
w3dEDoxZ-G4,https://www.youtube.com/watch?v=w3dEDoxZ-G4,en,Bret Tkacs ADV,How to ride ruts training (Drill: grinding),rejected,youtube_chapters=6; caption_tracks=157; marketing_signal_present
TFInRYIUqsw,https://www.youtube.com/watch?v=TFInRYIUqsw,en,Dork in the Road,My Approach to ADV Riding Gear Has COMPLETELY Changed,rejected,caption_tracks=157; marketing_signal_present
AIVWgEEmrds,https://www.youtube.com/watch?v=AIVWgEEmrds,en,First Looks,"Rider ""Passenger"" Safe Motorcycle Riding (Web Series)",rejected,caption_tracks=157
QIqesvakL-A,https://www.youtube.com/watch?v=QIqesvakL-A,en,Life at Lean,The FULL Motorcycle Body Position Guide (in under 8 minutes),rejected,youtube_chapters=6; caption_tracks=157; marketing_signal_present
2FBtAyobNTE,https://www.youtube.com/watch?v=2FBtAyobNTE,en,MCN - Motorcyclenews.com,Secrets of better riding | Overtaking | MCN and Bikertek advice,rejected,no_chapters_or_captions_for_content_evidence
_kli2A2U4c4,https://www.youtube.com/watch?v=_kli2A2U4c4,en,MOTOTREK,Riding DOWN Dirt & Gravel Hills is Easy - Quick Lesson / Harley Davidson Pan America,rejected,caption_tracks=157; professional_source_signal; marketing_signal_present
Yae3zq5RiFA,https://www.youtube.com/watch?v=Yae3zq5RiFA,en,Marko Rebernik,Motorcycle braking test performed by safety instructor,rejected,no_chapters_or_captions_for_content_evidence
2SFldfHlODg,https://www.youtube.com/watch?v=2SFldfHlODg,en,Moto Control,"Tight U-Turns are Easy, once you learn this Secret!",rejected,caption_tracks=157; professional_source_signal; marketing_signal_present
RBRrX-PO0Oc,https://www.youtube.com/watch?v=RBRrX-PO0Oc,en,Moto Control,STOP Crashing Bikes in Corners! // TRAIL Braking & THRESHOLD Braking in a Corner,rejected,caption_tracks=157; professional_source_signal; marketing_signal_present
J2xAlkOf8MI,https://www.youtube.com/watch?v=J2xAlkOf8MI,en,RevZilla,How To Tell If Your Motorcycle Chain Is Worn Out | The Shop Manual,rejected,youtube_chapters=7; caption_tracks=157; marketing_signal_present
TmFOfBT2UA4,https://www.youtube.com/watch?v=TmFOfBT2UA4,en,ADVMotoSkillZ,Adventure Motorcycle Line Selection with Pinwheel Agility Course,rejected,no_chapters_or_captions_for_content_evidence
Wvrgn5akOm4,https://www.youtube.com/watch?v=Wvrgn5akOm4,,ChampSchool,ChampTalk: Trail Braking,rejected,unsupported_declared_language=pt
lP5bF5zMaR4,https://www.youtube.com/watch?v=lP5bF5zMaR4,en,Elite Motorcycle & Driver Training,Motorcycle Lessons Joondalup test route how to pass roadcraft Elite motorcycle training,rejected,no_chapters_or_captions_for_content_evidence
gn17lwwS3aI,https://www.youtube.com/watch?v=gn17lwwS3aI,en,For The Love Of Wheels,How to change your rear tire on the road – even a very difficult one!,rejected,youtube_chapters=21; caption_tracks=157; marketing_signal_present
lr23aprBKd0,https://www.youtube.com/watch?v=lr23aprBKd0,en,Instructor Cory,Motorcycle Countersteering Made Simple: 9 Minute Tutorial,rejected,caption_tracks=157; professional_source_signal; marketing_signal_present
WzkINWfxUZs,https://www.youtube.com/watch?v=WzkINWfxUZs,en,MCN - Motorcyclenews.com,How to clean and lube your motorcycle chain,rejected,youtube_chapters=6
ADPuIU6-5PM,https://www.youtube.com/watch?v=ADPuIU6-5PM,en,Mick Jones,Advanced Training - Overtaking,rejected,too_short_for_release_depth; no_chapters_or_captions_for_content_evidence
66WzpmFXuLg,https://www.youtube.com/watch?v=66WzpmFXuLg,en,Motorcycle Adventures,Motorcycle Riding Habits That Make Riding Dangerous,rejected,caption_tracks=157; marketing_signal_present
XOnqgB0AkAI,https://www.youtube.com/watch?v=XOnqgB0AkAI,en,Prorider Central Texas YouTube,Master The Motorcycle Skills Test With These Easy Obstacle Swerve Tips,rejected,youtube_chapters=6; caption_tracks=157; marketing_signal_present
6j2j8mV0Bjc,https://www.youtube.com/watch?v=6j2j8mV0Bjc,en,RIDE Adventures,ADV 1 Training Course with RIDE Adventures,rejected,caption_tracks=157; professional_source_signal; marketing_signal_present
jkkKIyAJH_k,https://www.youtube.com/watch?v=jkkKIyAJH_k,en,ReverMoto,How to Navigate a Ride in REVER,rejected,caption_tracks=157
ZQ8F2O4zJ7c,https://www.youtube.com/watch?v=ZQ8F2O4zJ7c,en,Ride Your Adventure,how to not get stuck in sand.,rejected,too_short_for_release_depth; no_chapters_or_captions_for_content_evidence
Tu1OgaJdE9g,https://www.youtube.com/watch?v=Tu1OgaJdE9g,en,Sri7Yoga,CEMO 801 - Emergency Braking on a Curve - Instructor Explanation and Demonstration,rejected,no_chapters_or_captions_for_content_evidence
i9DSLkLXjMs,https://www.youtube.com/watch?v=i9DSLkLXjMs,en,Yammie Noob,7 ESSENTIAL Tips for Motorcycle Safety,rejected,youtube_chapters=11; caption_tracks=157; marketing_signal_present
tr1goMG9iXg,https://www.youtube.com/watch?v=tr1goMG9iXg,en,AntiPiloteDeLigneDroite - Maniabilité à Moto,"How to do u-turns and tight turns with a motorcycle: the no-hand exercise, doing U-turn and 360s :)",rejected,no_chapters_or_captions_for_content_evidence
VKdxtlSfWTk,https://www.youtube.com/watch?v=VKdxtlSfWTk,en,Bret Tkacs ADV,Selecting the correct tire pressure; How airing down motorcycle tires affects contact patch,rejected,caption_tracks=157; marketing_signal_present
BZibd_sKi0s,https://www.youtube.com/watch?v=BZibd_sKi0s,en,ChampSchool,Trail Braking Control,rejected,too_short_for_release_depth
_RyS9JOMSGk,https://www.youtube.com/watch?v=_RyS9JOMSGk,en,SoCal Off-Road School,ADV Off Road Braking| ALWAYS Use Front and Rear Brake,rejected,עוסק בבלימה בשטח אך לא ב־ABS; חופף לכיסוי קיים.
O_E3-zsDSDI,https://www.youtube.com/watch?v=O_E3-zsDSDI,en,Wings to Wheels,Think Twice before Switching OFF ABS when going Off-road,rejected,עוסק ב־ABS בשטח אך ללא כתוביות ידניות; המועמד המאושר מספק ראיות חזקות יותר.
NV-OpqoYizo,https://www.youtube.com/watch?v=NV-OpqoYizo,en,Raijin Racing,Why Do You Turn Off ABS When You Go OFF-ROAD?,rejected,עוסק ב־ABS בשטח אך ללא פרקים או כתוביות ידניות; המועמד המאושר מספק ראיות חזקות יותר.
6hgkx7ZScqY,https://www.youtube.com/watch?v=6hgkx7ZScqY,en,Cross Training Enduro,How to climb hills on dirt bikes ∣ Cross Training Enduro,rejected,בדיקת הקישורים הסופית החזירה HTTP 401 ו־YouTube oEmbed לא אישר את הסרטון; הרשומה הוסרה ולא הושאר קישור שאינו זמין.
M6d1cWB-4gY,https://www.youtube.com/watch?v=M6d1cWB-4gY,en,Cafe Racer New York City,Riding with a Passenger - Nobody Talks About This,rejected,בדיקת הקישורים הסופית החזירה HTTP 401 ו־YouTube oEmbed לא אישר את הסרטון; הרשומה הוסרה ולא הושאר קישור שאינו זמין.
