id,youtube_video_id,youtube_url,original_or_new,language,channel_name,source_type,metadata_checked,description_checked,youtube_chapters_checked,captions_checked,transcript_checked,visual_review_performed,visual_timestamp_ranges,embed_checked,evidence_types,classification_confidence_before,classification_confidence_after,fields_reviewed,fields_changed,chapter_result,decision,decision_reason_he,review_notes_he,reviewed_at
yt-6ynYOU6NQW4,6ynYOU6NQW4,https://www.youtube.com/watch?v=6ynYOU6NQW4,new,he,guy radar,training_channel,True,True,True,True,True,False,,True,description;transcript,not_applicable,high,summary_he;learning_points_he;fit_for_he;why_watch_he;exercises_he;equipment_he;safety_warnings_he;common_mistakes_he;quality_score;quality_reason_he;skill_level;risk_level;domain;primary_category;secondary_categories;tags;motorcycle_types;motorcycle_weight_classes;terrain_types;road_conditions;chapters;verification;last_checked,new_record,removed_generic=0,approve,"הקישור ציבורי, הראיות עומדות ברף והאוצרות הידנית עברה בדיקת התאמה ובטיחות.","מטא־דאטה, תיאור, פרקים וכתוביות נבדקו לפי הזמינות; קובצי התמלול הזמניים אינם חלק מהשחרור.",2026-08-04T12:00:00+03:00
yt-i7vcL3L7750,i7vcL3L7750,https://www.youtube.com/watch?v=i7vcL3L7750,new,he,מימוטו - MYMOTO,experienced_rider,True,True,True,True,True,False,,True,description;chapters;transcript,not_applicable,high,summary_he;learning_points_he;fit_for_he;why_watch_he;exercises_he;equipment_he;safety_warnings_he;common_mistakes_he;quality_score;quality_reason_he;skill_level;risk_level;domain;primary_category;secondary_categories;tags;motorcycle_types;motorcycle_weight_classes;terrain_types;road_conditions;chapters;verification;last_checked,new_record,removed_generic=1,approve,"הקישור ציבורי, הראיות עומדות ברף והאוצרות הידנית עברה בדיקת התאמה ובטיחות.","מטא־דאטה, תיאור, פרקים וכתוביות נבדקו לפי הזמינות; קובצי התמלול הזמניים אינם חלק מהשחרור.",2026-08-04T12:00:00+03:00
yt-CsCvU1qOAag,CsCvU1qOAag,https://www.youtube.com/watch?v=CsCvU1qOAag,new,he,FullgaZ Magazine,training_channel,True,True,True,True,True,False,,True,description;transcript,not_applicable,high,summary_he;learning_points_he;fit_for_he;why_watch_he;exercises_he;equipment_he;safety_warnings_he;common_mistakes_he;quality_score;quality_reason_he;skill_level;risk_level;domain;primary_category;secondary_categories;tags;motorcycle_types;motorcycle_weight_classes;terrain_types;road_conditions;chapters;verification;last_checked,new_record,removed_generic=0,approve,"הקישור ציבורי, הראיות עומדות ברף והאוצרות הידנית עברה בדיקת התאמה ובטיחות.","מטא־דאטה, תיאור, פרקים וכתוביות נבדקו לפי הזמינות; קובצי התמלול הזמניים אינם חלק מהשחרור.",2026-08-04T12:00:00+03:00
yt-GwXb1oEWeMY,GwXb1oEWeMY,https://www.youtube.com/watch?v=GwXb1oEWeMY,new,he,מימוטו - MYMOTO,experienced_rider,True,True,True,True,True,False,,True,description;chapters;transcript,not_applicable,high,summary_he;learning_points_he;fit_for_he;why_watch_he;exercises_he;equipment_he;safety_warnings_he;common_mistakes_he;quality_score;quality_reason_he;skill_level;risk_level;domain;primary_category;secondary_categories;tags;motorcycle_types;motorcycle_weight_classes;terrain_types;road_conditions;chapters;verification;last_checked,new_record,removed_generic=0,approve,"הקישור ציבורי, הראיות עומדות ברף והאוצרות הידנית עברה בדיקת התאמה ובטיחות.","מטא־דאטה, תיאור, פרקים וכתוביות נבדקו לפי הזמינות; קובצי התמלול הזמניים אינם חלק מהשחרור.",2026-08-04T12:00:00+03:00
yt-l_vLv-Fds5g,l_vLv-Fds5g,https://www.youtube.com/watch?v=l_vLv-Fds5g,new,he,הרשות הלאומית לבטיחות בדרכים,training_channel,True,True,True,True,True,False,,True,description;transcript,not_applicable,high,summary_he;learning_points_he;fit_for_he;why_watch_he;exercises_he;equipment_he;safety_warnings_he;common_mistakes_he;quality_score;quality_reason_he;skill_level;risk_level;domain;primary_category;secondary_categories;tags;motorcycle_types;motorcycle_weight_classes;terrain_types;road_conditions;chapters;verification;last_checked,new_record,removed_generic=0,approve,"הקישור ציבורי, הראיות עומדות ברף והאוצרות הידנית עברה בדיקת התאמה ובטיחות.","מטא־דאטה, תיאור, פרקים וכתוביות נבדקו לפי הזמינות; קובצי התמלול הזמניים אינם חלק מהשחרור.",2026-08-04T12:00:00+03:00
yt-Qx6G0gkQ048,Qx6G0gkQ048,https://www.youtube.com/watch?v=Qx6G0gkQ048,new,he,Ask Ralbad,training_channel,True,True,True,True,True,False,,True,description;transcript,not_applicable,high,summary_he;learning_points_he;fit_for_he;why_watch_he;exercises_he;equipment_he;safety_warnings_he;common_mistakes_he;quality_score;quality_reason_he;skill_level;risk_level;domain;primary_category;secondary_categories;tags;motorcycle_types;motorcycle_weight_classes;terrain_types;road_conditions;chapters;verification;last_checked,new_record,removed_generic=0,approve,"הקישור ציבורי, הראיות עומדות ברף והאוצרות הידנית עברה בדיקת התאמה ובטיחות.","מטא־דאטה, תיאור, פרקים וכתוביות נבדקו לפי הזמינות; קובצי התמלול הזמניים אינם חלק מהשחרור.",2026-08-04T12:00:00+03:00
yt-EPkNtdXkWpY,EPkNtdXkWpY,https://www.youtube.com/watch?v=EPkNtdXkWpY,new,he,מימוטו - MYMOTO,experienced_rider,True,True,True,True,False,False,,True,description;chapters,not_applicable,high,summary_he;learning_points_he;fit_for_he;why_watch_he;exercises_he;equipment_he;safety_warnings_he;common_mistakes_he;quality_score;quality_reason_he;skill_level;risk_level;domain;primary_category;secondary_categories;tags;motorcycle_types;motorcycle_weight_classes;terrain_types;road_conditions;chapters;verification;last_checked,new_record,removed_generic=1,approve,"הקישור ציבורי, הראיות עומדות ברף והאוצרות הידנית עברה בדיקת התאמה ובטיחות.","מטא־דאטה, תיאור, פרקים וכתוביות נבדקו לפי הזמינות; קובצי התמלול הזמניים אינם חלק מהשחרור.",2026-08-04T12:00:00+03:00
yt-qt262cjyWAc,qt262cjyWAc,https://www.youtube.com/watch?v=qt262cjyWAc,new,he,Ask Ralbad,training_channel,True,True,True,True,True,False,,True,description;transcript,not_applicable,high,summary_he;learning_points_he;fit_for_he;why_watch_he;exercises_he;equipment_he;safety_warnings_he;common_mistakes_he;quality_score;quality_reason_he;skill_level;risk_level;domain;primary_category;secondary_categories;tags;motorcycle_types;motorcycle_weight_classes;terrain_types;road_conditions;chapters;verification;last_checked,new_record,removed_generic=0,approve,"הקישור ציבורי, הראיות עומדות ברף והאוצרות הידנית עברה בדיקת התאמה ובטיחות.","מטא־דאטה, תיאור, פרקים וכתוביות נבדקו לפי הזמינות; קובצי התמלול הזמניים אינם חלק מהשחרור.",2026-08-04T12:00:00+03:00
yt-zm1MR16FaC4,zm1MR16FaC4,https://www.youtube.com/watch?v=zm1MR16FaC4,new,he,מימוטו - MYMOTO,experienced_rider,True,True,True,True,True,False,,True,description;chapters;transcript,not_applicable,high,summary_he;learning_points_he;fit_for_he;why_watch_he;exercises_he;equipment_he;safety_warnings_he;common_mistakes_he;quality_score;quality_reason_he;skill_level;risk_level;domain;primary_category;secondary_categories;tags;motorcycle_types;motorcycle_weight_classes;terrain_types;road_conditions;chapters;verification;last_checked,new_record,removed_generic=2,approve,"הקישור ציבורי, הראיות עומדות ברף והאוצרות הידנית עברה בדיקת התאמה ובטיחות.","מטא־דאטה, תיאור, פרקים וכתוביות נבדקו לפי הזמינות; קובצי התמלול הזמניים אינם חלק מהשחרור.",2026-08-04T12:00:00+03:00
yt-vHoAoVHkS64,vHoAoVHkS64,https://www.youtube.com/watch?v=vHoAoVHkS64,new,he,מימוטו - MYMOTO,experienced_rider,True,True,True,True,False,False,,True,description;chapters,not_applicable,high,summary_he;learning_points_he;fit_for_he;why_watch_he;exercises_he;equipment_he;safety_warnings_he;common_mistakes_he;quality_score;quality_reason_he;skill_level;risk_level;domain;primary_category;secondary_categories;tags;motorcycle_types;motorcycle_weight_classes;terrain_types;road_conditions;chapters;verification;last_checked,new_record,removed_generic=1,approve,"הקישור ציבורי, הראיות עומדות ברף והאוצרות הידנית עברה בדיקת התאמה ובטיחות.","מטא־דאטה, תיאור, פרקים וכתוביות נבדקו לפי הזמינות; קובצי התמלול הזמניים אינם חלק מהשחרור.",2026-08-04T12:00:00+03:00
yt-dF9KY2w7dmY,dF9KY2w7dmY,https://www.youtube.com/watch?v=dF9KY2w7dmY,new,he,FullgaZ Magazine,training_channel,True,True,True,True,True,False,,True,description;transcript,not_applicable,high,summary_he;learning_points_he;fit_for_he;why_watch_he;exercises_he;equipment_he;safety_warnings_he;common_mistakes_he;quality_score;quality_reason_he;skill_level;risk_level;domain;primary_category;secondary_categories;tags;motorcycle_types;motorcycle_weight_classes;terrain_types;road_conditions;chapters;verification;last_checked,new_record,removed_generic=0,approve,"הקישור ציבורי, הראיות עומדות ברף והאוצרות הידנית עברה בדיקת התאמה ובטיחות.","מטא־דאטה, תיאור, פרקים וכתוביות נבדקו לפי הזמינות; קובצי התמלול הזמניים אינם חלק מהשחרור.",2026-08-04T12:00:00+03:00
yt-dBdoSMm5N5s,dBdoSMm5N5s,https://www.youtube.com/watch?v=dBdoSMm5N5s,new,he,פוקס אנדורו - fox enduro,professional_instructor,True,True,True,True,True,False,,True,description;transcript,not_applicable,high,summary_he;learning_points_he;fit_for_he;why_watch_he;exercises_he;equipment_he;safety_warnings_he;common_mistakes_he;quality_score;quality_reason_he;skill_level;risk_level;domain;primary_category;secondary_categories;tags;motorcycle_types;motorcycle_weight_classes;terrain_types;road_conditions;chapters;verification;last_checked,new_record,removed_generic=0,approve,"הקישור ציבורי, הראיות עומדות ברף והאוצרות הידנית עברה בדיקת התאמה ובטיחות.","מטא־דאטה, תיאור, פרקים וכתוביות נבדקו לפי הזמינות; קובצי התמלול הזמניים אינם חלק מהשחרור.",2026-08-04T12:00:00+03:00
yt-FUoXWECH40A,FUoXWECH40A,https://www.youtube.com/watch?v=FUoXWECH40A,new,he,Cohen Adventure (‫צביקה כהן השטח‬‎),professional_instructor,True,True,True,True,True,False,,True,description;transcript,not_applicable,high,summary_he;learning_points_he;fit_for_he;why_watch_he;exercises_he;equipment_he;safety_warnings_he;common_mistakes_he;quality_score;quality_reason_he;skill_level;risk_level;domain;primary_category;secondary_categories;tags;motorcycle_types;motorcycle_weight_classes;terrain_types;road_conditions;chapters;verification;last_checked,new_record,removed_generic=0,approve,"הקישור ציבורי, הראיות עומדות ברף והאוצרות הידנית עברה בדיקת התאמה ובטיחות.","מטא־דאטה, תיאור, פרקים וכתוביות נבדקו לפי הזמינות; קובצי התמלול הזמניים אינם חלק מהשחרור.",2026-08-04T12:00:00+03:00
yt-YH48E19KF8o,YH48E19KF8o,https://www.youtube.com/watch?v=YH48E19KF8o,new,he,Cohen Adventure (‫צביקה כהן השטח‬‎),professional_instructor,True,True,True,True,True,False,,True,description;transcript,not_applicable,high,summary_he;learning_points_he;fit_for_he;why_watch_he;exercises_he;equipment_he;safety_warnings_he;common_mistakes_he;quality_score;quality_reason_he;skill_level;risk_level;domain;primary_category;secondary_categories;tags;motorcycle_types;motorcycle_weight_classes;terrain_types;road_conditions;chapters;verification;last_checked,new_record,removed_generic=0,approve,"הקישור ציבורי, הראיות עומדות ברף והאוצרות הידנית עברה בדיקת התאמה ובטיחות.","מטא־דאטה, תיאור, פרקים וכתוביות נבדקו לפי הזמינות; קובצי התמלול הזמניים אינם חלק מהשחרור.",2026-08-04T12:00:00+03:00
yt-kYZQaPo2R7Q,kYZQaPo2R7Q,https://www.youtube.com/watch?v=kYZQaPo2R7Q,new,he,הרשות הלאומית לבטיחות בדרכים,training_channel,True,True,True,True,True,False,,True,description;transcript,not_applicable,high,summary_he;learning_points_he;fit_for_he;why_watch_he;exercises_he;equipment_he;safety_warnings_he;common_mistakes_he;quality_score;quality_reason_he;skill_level;risk_level;domain;primary_category;secondary_categories;tags;motorcycle_types;motorcycle_weight_classes;terrain_types;road_conditions;chapters;verification;last_checked,new_record,removed_generic=0,approve,"הקישור ציבורי, הראיות עומדות ברף והאוצרות הידנית עברה בדיקת התאמה ובטיחות.","מטא־דאטה, תיאור, פרקים וכתוביות נבדקו לפי הזמינות; קובצי התמלול הזמניים אינם חלק מהשחרור.",2026-08-04T12:00:00+03:00
yt-domdIpzNKbc,domdIpzNKbc,https://www.youtube.com/watch?v=domdIpzNKbc,new,he,Netivims,riding_school,True,True,True,True,True,False,,True,description;transcript,not_applicable,high,summary_he;learning_points_he;fit_for_he;why_watch_he;exercises_he;equipment_he;safety_warnings_he;common_mistakes_he;quality_score;quality_reason_he;skill_level;risk_level;domain;primary_category;secondary_categories;tags;motorcycle_types;motorcycle_weight_classes;terrain_types;road_conditions;chapters;verification;last_checked,new_record,removed_generic=0,approve,"הקישור ציבורי, הראיות עומדות ברף והאוצרות הידנית עברה בדיקת התאמה ובטיחות.","מטא־דאטה, תיאור, פרקים וכתוביות נבדקו לפי הזמינות; קובצי התמלול הזמניים אינם חלק מהשחרור.",2026-08-04T12:00:00+03:00
yt-SoxnKw9sv_0,SoxnKw9sv_0,https://www.youtube.com/watch?v=SoxnKw9sv_0,new,he,מימוטו - MYMOTO,experienced_rider,True,True,True,True,False,True,00:50-01:26;01:26-03:13;03:13-04:23;04:23-05:30;05:30-06:30;10:30-11:34,True,description;chapters;visual_review,not_applicable,high,summary_he;learning_points_he;fit_for_he;why_watch_he;exercises_he;equipment_he;safety_warnings_he;common_mistakes_he;quality_score;quality_reason_he;skill_level;risk_level;domain;primary_category;secondary_categories;tags;motorcycle_types;motorcycle_weight_classes;terrain_types;road_conditions;chapters;verification;last_checked,new_record,removed_generic=0,approve,"הקישור ציבורי, הראיות עומדות ברף והאוצרות הידנית עברה בדיקת התאמה ובטיחות.","מטא־דאטה, תיאור, פרקים וכתוביות נבדקו לפי הזמינות; קובצי התמלול הזמניים אינם חלק מהשחרור.",2026-08-04T12:00:00+03:00
yt-3uttfaaeYrA,3uttfaaeYrA,https://www.youtube.com/watch?v=3uttfaaeYrA,new,he,Cohen Adventure (‫צביקה כהן השטח‬‎),professional_instructor,True,True,True,True,True,False,,True,description;transcript,not_applicable,high,summary_he;learning_points_he;fit_for_he;why_watch_he;exercises_he;equipment_he;safety_warnings_he;common_mistakes_he;quality_score;quality_reason_he;skill_level;risk_level;domain;primary_category;secondary_categories;tags;motorcycle_types;motorcycle_weight_classes;terrain_types;road_conditions;chapters;verification;last_checked,new_record,removed_generic=0,approve,"הקישור ציבורי, הראיות עומדות ברף והאוצרות הידנית עברה בדיקת התאמה ובטיחות.","מטא־דאטה, תיאור, פרקים וכתוביות נבדקו לפי הזמינות; קובצי התמלול הזמניים אינם חלק מהשחרור.",2026-08-04T12:00:00+03:00
yt-_5-fh-qmqMg,_5-fh-qmqMg,https://www.youtube.com/watch?v=_5-fh-qmqMg,new,en,Autozium,training_channel,True,True,True,True,True,False,,True,description;chapters;transcript,not_applicable,high,summary_he;learning_points_he;fit_for_he;why_watch_he;exercises_he;equipment_he;safety_warnings_he;common_mistakes_he;quality_score;quality_reason_he;skill_level;risk_level;domain;primary_category;secondary_categories;tags;motorcycle_types;motorcycle_weight_classes;terrain_types;road_conditions;chapters;verification;last_checked,new_record,removed_generic=1,approve,"הקישור ציבורי, הראיות עומדות ברף והאוצרות הידנית עברה בדיקת התאמה ובטיחות.","מטא־דאטה, תיאור, פרקים וכתוביות נבדקו לפי הזמינות; קובצי התמלול הזמניים אינם חלק מהשחרור.",2026-08-04T12:00:00+03:00
yt-bJkK-Z0eDq0,bJkK-Z0eDq0,https://www.youtube.com/watch?v=bJkK-Z0eDq0,new,en,Bennetts BikeSocial,professional_instructor,True,True,True,True,True,False,,True,description;chapters;transcript,not_applicable,high,summary_he;learning_points_he;fit_for_he;why_watch_he;exercises_he;equipment_he;safety_warnings_he;common_mistakes_he;quality_score;quality_reason_he;skill_level;risk_level;domain;primary_category;secondary_categories;tags;motorcycle_types;motorcycle_weight_classes;terrain_types;road_conditions;chapters;verification;last_checked,new_record,removed_generic=1,approve,"הקישור ציבורי, הראיות עומדות ברף והאוצרות הידנית עברה בדיקת התאמה ובטיחות.","מטא־דאטה, תיאור, פרקים וכתוביות נבדקו לפי הזמינות; קובצי התמלול הזמניים אינם חלק מהשחרור.",2026-08-04T12:00:00+03:00
yt-hDX4TBsPKLU,hDX4TBsPKLU,https://www.youtube.com/watch?v=hDX4TBsPKLU,new,en,Cross Training Adventure,training_channel,True,True,True,True,True,False,,True,description;chapters;transcript,not_applicable,high,summary_he;learning_points_he;fit_for_he;why_watch_he;exercises_he;equipment_he;safety_warnings_he;common_mistakes_he;quality_score;quality_reason_he;skill_level;risk_level;domain;primary_category;secondary_categories;tags;motorcycle_types;motorcycle_weight_classes;terrain_types;road_conditions;chapters;verification;last_checked,new_record,removed_generic=1,approve,"הקישור ציבורי, הראיות עומדות ברף והאוצרות הידנית עברה בדיקת התאמה ובטיחות.","מטא־דאטה, תיאור, פרקים וכתוביות נבדקו לפי הזמינות; קובצי התמלול הזמניים אינם חלק מהשחרור.",2026-08-04T12:00:00+03:00
yt-6hgkx7ZScqY,6hgkx7ZScqY,https://www.youtube.com/watch?v=6hgkx7ZScqY,new,en,Cross Training Enduro,training_channel,True,True,True,True,True,False,,True,description;chapters;transcript,not_applicable,removed,summary_he;learning_points_he;fit_for_he;why_watch_he;exercises_he;equipment_he;safety_warnings_he;common_mistakes_he;quality_score;quality_reason_he;skill_level;risk_level;domain;primary_category;secondary_categories;tags;motorcycle_types;motorcycle_weight_classes;terrain_types;road_conditions;chapters;verification;last_checked,record_removed,removed_with_record=5,replace_unavailable,בדיקת הקישורים הסופית החזירה HTTP 401 ו־YouTube oEmbed לא אישר את הסרטון; הרשומה הוסרה ולא הושאר קישור שאינו זמין.,בדיקת Release חיה גברה על האימות המוקדם; הרשומה נשמרת בלדג'ר ההיסטורי בלבד.,2026-08-04T15:00:34+03:00
yt-sfNLSVghgRA,sfNLSVghgRA,https://www.youtube.com/watch?v=sfNLSVghgRA,new,en,Cross Training Enduro,training_channel,True,True,True,True,True,False,,True,description;chapters;transcript,not_applicable,high,summary_he;learning_points_he;fit_for_he;why_watch_he;exercises_he;equipment_he;safety_warnings_he;common_mistakes_he;quality_score;quality_reason_he;skill_level;risk_level;domain;primary_category;secondary_categories;tags;motorcycle_types;motorcycle_weight_classes;terrain_types;road_conditions;chapters;verification;last_checked,new_record,removed_generic=0,approve,"הקישור ציבורי, הראיות עומדות ברף והאוצרות הידנית עברה בדיקת התאמה ובטיחות.","מטא־דאטה, תיאור, פרקים וכתוביות נבדקו לפי הזמינות; קובצי התמלול הזמניים אינם חלק מהשחרור.",2026-08-04T12:00:00+03:00
yt-eiRMikxU3Z4,eiRMikxU3Z4,https://www.youtube.com/watch?v=eiRMikxU3Z4,new,en,Dirt Bike Academy,riding_school,True,True,True,True,True,False,,True,description;chapters;transcript,not_applicable,high,summary_he;learning_points_he;fit_for_he;why_watch_he;exercises_he;equipment_he;safety_warnings_he;common_mistakes_he;quality_score;quality_reason_he;skill_level;risk_level;domain;primary_category;secondary_categories;tags;motorcycle_types;motorcycle_weight_classes;terrain_types;road_conditions;chapters;verification;last_checked,new_record,removed_generic=2,approve,"הקישור ציבורי, הראיות עומדות ברף והאוצרות הידנית עברה בדיקת התאמה ובטיחות.","מטא־דאטה, תיאור, פרקים וכתוביות נבדקו לפי הזמינות; קובצי התמלול הזמניים אינם חלק מהשחרור.",2026-08-04T12:00:00+03:00
yt-lP9Z1aw776A,lP9Z1aw776A,https://www.youtube.com/watch?v=lP9Z1aw776A,new,en,Luke Watson - Truck & Motorcycle Training,professional_instructor,True,True,True,True,True,False,,True,description;chapters;transcript,not_applicable,high,summary_he;learning_points_he;fit_for_he;why_watch_he;exercises_he;equipment_he;safety_warnings_he;common_mistakes_he;quality_score;quality_reason_he;skill_level;risk_level;domain;primary_category;secondary_categories;tags;motorcycle_types;motorcycle_weight_classes;terrain_types;road_conditions;chapters;verification;last_checked,new_record,removed_generic=1,approve,"הקישור ציבורי, הראיות עומדות ברף והאוצרות הידנית עברה בדיקת התאמה ובטיחות.","מטא־דאטה, תיאור, פרקים וכתוביות נבדקו לפי הזמינות; קובצי התמלול הזמניים אינם חלק מהשחרור.",2026-08-04T12:00:00+03:00
yt--blfunHiGzg,-blfunHiGzg,https://www.youtube.com/watch?v=-blfunHiGzg,new,en,Roadcraft Nottingham - Motorcycle Training,professional_instructor,True,True,True,True,True,False,,True,description;chapters;transcript,not_applicable,high,summary_he;learning_points_he;fit_for_he;why_watch_he;exercises_he;equipment_he;safety_warnings_he;common_mistakes_he;quality_score;quality_reason_he;skill_level;risk_level;domain;primary_category;secondary_categories;tags;motorcycle_types;motorcycle_weight_classes;terrain_types;road_conditions;chapters;verification;last_checked,new_record,removed_generic=1,approve,"הקישור ציבורי, הראיות עומדות ברף והאוצרות הידנית עברה בדיקת התאמה ובטיחות.","מטא־דאטה, תיאור, פרקים וכתוביות נבדקו לפי הזמינות; קובצי התמלול הזמניים אינם חלק מהשחרור.",2026-08-04T12:00:00+03:00
yt-5CfJENGn07s,5CfJENGn07s,https://www.youtube.com/watch?v=5CfJENGn07s,new,en,SoCal Off-Road School,riding_school,True,True,True,True,True,False,,True,description;chapters;transcript,not_applicable,high,summary_he;learning_points_he;fit_for_he;why_watch_he;exercises_he;equipment_he;safety_warnings_he;common_mistakes_he;quality_score;quality_reason_he;skill_level;risk_level;domain;primary_category;secondary_categories;tags;motorcycle_types;motorcycle_weight_classes;terrain_types;road_conditions;chapters;verification;last_checked,new_record,removed_generic=2,approve,"הקישור ציבורי, הראיות עומדות ברף והאוצרות הידנית עברה בדיקת התאמה ובטיחות.","מטא־דאטה, תיאור, פרקים וכתוביות נבדקו לפי הזמינות; קובצי התמלול הזמניים אינם חלק מהשחרור.",2026-08-04T12:00:00+03:00
yt-sWj02x9PYdw,sWj02x9PYdw,https://www.youtube.com/watch?v=sWj02x9PYdw,new,en,SoCal Off-Road School,riding_school,True,True,True,True,True,False,,True,description;chapters;transcript,not_applicable,high,summary_he;learning_points_he;fit_for_he;why_watch_he;exercises_he;equipment_he;safety_warnings_he;common_mistakes_he;quality_score;quality_reason_he;skill_level;risk_level;domain;primary_category;secondary_categories;tags;motorcycle_types;motorcycle_weight_classes;terrain_types;road_conditions;chapters;verification;last_checked,new_record,removed_generic=2,approve,"הקישור ציבורי, הראיות עומדות ברף והאוצרות הידנית עברה בדיקת התאמה ובטיחות.","מטא־דאטה, תיאור, פרקים וכתוביות נבדקו לפי הזמינות; קובצי התמלול הזמניים אינם חלק מהשחרור.",2026-08-04T12:00:00+03:00
yt-bYIzeyCubcw,bYIzeyCubcw,https://www.youtube.com/watch?v=bYIzeyCubcw,new,en,TEAM Arizona Motorcyclist Training Centers,riding_school,True,True,True,True,True,False,,True,description;chapters;transcript,not_applicable,high,summary_he;learning_points_he;fit_for_he;why_watch_he;exercises_he;equipment_he;safety_warnings_he;common_mistakes_he;quality_score;quality_reason_he;skill_level;risk_level;domain;primary_category;secondary_categories;tags;motorcycle_types;motorcycle_weight_classes;terrain_types;road_conditions;chapters;verification;last_checked,new_record,removed_generic=2,approve,"הקישור ציבורי, הראיות עומדות ברף והאוצרות הידנית עברה בדיקת התאמה ובטיחות.","מטא־דאטה, תיאור, פרקים וכתוביות נבדקו לפי הזמינות; קובצי התמלול הזמניים אינם חלק מהשחרור.",2026-08-04T12:00:00+03:00
yt-UILe5YDA4B8,UILe5YDA4B8,https://www.youtube.com/watch?v=UILe5YDA4B8,new,en,TOPS Motorcycle Training,riding_school,True,True,True,True,True,False,,True,description;chapters;transcript,not_applicable,high,summary_he;learning_points_he;fit_for_he;why_watch_he;exercises_he;equipment_he;safety_warnings_he;common_mistakes_he;quality_score;quality_reason_he;skill_level;risk_level;domain;primary_category;secondary_categories;tags;motorcycle_types;motorcycle_weight_classes;terrain_types;road_conditions;chapters;verification;last_checked,new_record,removed_generic=0,approve,"הקישור ציבורי, הראיות עומדות ברף והאוצרות הידנית עברה בדיקת התאמה ובטיחות.","מטא־דאטה, תיאור, פרקים וכתוביות נבדקו לפי הזמינות; קובצי התמלול הזמניים אינם חלק מהשחרור.",2026-08-04T12:00:00+03:00
yt-6yE85BVYNKY,6yE85BVYNKY,https://www.youtube.com/watch?v=6yE85BVYNKY,new,en,Two Wheel Buckeyes,experienced_rider,True,True,True,True,True,False,,True,description;chapters;transcript,not_applicable,high,summary_he;learning_points_he;fit_for_he;why_watch_he;exercises_he;equipment_he;safety_warnings_he;common_mistakes_he;quality_score;quality_reason_he;skill_level;risk_level;domain;primary_category;secondary_categories;tags;motorcycle_types;motorcycle_weight_classes;terrain_types;road_conditions;chapters;verification;last_checked,new_record,removed_generic=1,approve,"הקישור ציבורי, הראיות עומדות ברף והאוצרות הידנית עברה בדיקת התאמה ובטיחות.","מטא־דאטה, תיאור, פרקים וכתוביות נבדקו לפי הזמינות; קובצי התמלול הזמניים אינם חלק מהשחרור.",2026-08-04T12:00:00+03:00
yt-eqbeqc2xeBc,eqbeqc2xeBc,https://www.youtube.com/watch?v=eqbeqc2xeBc,new,en,Bennetts BikeSocial,professional_instructor,True,True,True,True,True,False,,True,description;chapters;transcript,not_applicable,high,summary_he;learning_points_he;fit_for_he;why_watch_he;exercises_he;equipment_he;safety_warnings_he;common_mistakes_he;quality_score;quality_reason_he;skill_level;risk_level;domain;primary_category;secondary_categories;tags;motorcycle_types;motorcycle_weight_classes;terrain_types;road_conditions;chapters;verification;last_checked,new_record,removed_generic=0,approve,"הקישור ציבורי, הראיות עומדות ברף והאוצרות הידנית עברה בדיקת התאמה ובטיחות.","מטא־דאטה, תיאור, פרקים וכתוביות נבדקו לפי הזמינות; קובצי התמלול הזמניים אינם חלק מהשחרור.",2026-08-04T12:00:00+03:00
yt--_a3Hk4Jeg8,-_a3Hk4Jeg8,https://www.youtube.com/watch?v=-_a3Hk4Jeg8,new,en,Instructor Cory,professional_instructor,True,True,True,True,True,False,,True,description;chapters;transcript,not_applicable,high,summary_he;learning_points_he;fit_for_he;why_watch_he;exercises_he;equipment_he;safety_warnings_he;common_mistakes_he;quality_score;quality_reason_he;skill_level;risk_level;domain;primary_category;secondary_categories;tags;motorcycle_types;motorcycle_weight_classes;terrain_types;road_conditions;chapters;verification;last_checked,new_record,removed_generic=2,approve,"הקישור ציבורי, הראיות עומדות ברף והאוצרות הידנית עברה בדיקת התאמה ובטיחות.","מטא־דאטה, תיאור, פרקים וכתוביות נבדקו לפי הזמינות; קובצי התמלול הזמניים אינם חלק מהשחרור.",2026-08-04T12:00:00+03:00
yt-gJH1pn4Cq68,gJH1pn4Cq68,https://www.youtube.com/watch?v=gJH1pn4Cq68,new,en,LET'S RIDE! Motorcycle Training,riding_school,True,True,True,True,True,False,,True,description;chapters;transcript,not_applicable,high,summary_he;learning_points_he;fit_for_he;why_watch_he;exercises_he;equipment_he;safety_warnings_he;common_mistakes_he;quality_score;quality_reason_he;skill_level;risk_level;domain;primary_category;secondary_categories;tags;motorcycle_types;motorcycle_weight_classes;terrain_types;road_conditions;chapters;verification;last_checked,new_record,removed_generic=0,approve,"הקישור ציבורי, הראיות עומדות ברף והאוצרות הידנית עברה בדיקת התאמה ובטיחות.","מטא־דאטה, תיאור, פרקים וכתוביות נבדקו לפי הזמינות; קובצי התמלול הזמניים אינם חלק מהשחרור.",2026-08-04T12:00:00+03:00
